name,club,injuries
Sebastiaan Bornauw,VfL Wolfsburg,"[('21/22', 'Back bruise', 'Apr 28, 2022', 'May 12, 2022', '14', '2'), ('20/21', 'Back trouble', 'Jan 28, 2021', 'Apr 8, 2021', '70', '10'), ('19/20', 'Muscular problems', 'Mar 5, 2020', 'Mar 12, 2020', '7', '2'), ('18/19', 'Surgery', 'Feb 7, 2019', 'Mar 18, 2019', '39', '6'), ('18/19', 'Concussion', 'Nov 8, 2018', 'Nov 26, 2018', '18', '3'), ('18/19', 'Ankle Injury', 'Aug 27, 2018', 'Sep 20, 2018', '24', '3'), ('16/17', 'Back Injury', 'Sep 8, 2016', 'Jan 9, 2017', '123', 0)]"
Micky van de Ven,VfL Wolfsburg,"[('21/22', 'Hamstring Injury', 'Feb 7, 2022', 'Apr 24, 2022', '76', '10'), ('21/22', 'Ill', 'Aug 19, 2021', 'Aug 31, 2021', '12', 0), ('21/22', 'Knee Injury', 'Aug 5, 2021', 'Aug 18, 2021', '13', '2'), ('20/21', 'Rest ', 'May 11, 2021', 'May 13, 2021', '2', '1'), ('20/21', 'Ill', 'Jan 29, 2021', 'Feb 22, 2021', '24', '2'), ('20/21', 'Foot Injury', 'Sep 3, 2020', 'Oct 26, 2020', '53', '8')]"
Paulo Otávio,VfL Wolfsburg,"[('22/23', 'Dead Leg', 'Oct 10, 2022', 'Oct 13, 2022', '3', 0), ('21/22', 'Knee Injury', 'Dec 9, 2021', 'Aug 4, 2022', '238', '21'), ('21/22', 'Ankle Injury', 'Jul 29, 2021', 'Oct 14, 2021', '77', '10'), ('20/21', 'Muscle Injury', 'Oct 5, 2020', 'Nov 12, 2020', '38', '4'), ('20/21', 'Ankle Injury', 'May 18, 2020', 'Sep 7, 2020', '112', '9'), ('17/18', 'Minor Knock', 'Aug 14, 2017', 'Aug 21, 2017', '7', '1'), ('17/18', 'Bruised Knee', 'Jun 26, 2017', 'Aug 3, 2017', '38', '2'), ('16/17', 'Contused laceration', 'Apr 13, 2017', 'Apr 20, 2017', '7', '2'), ('16/17', 'Contused laceration', 'Mar 9, 2017', 'Apr 3, 2017', '25', '4'), ('16/17', 'Minor Knock', 'Oct 20, 2016', 'Oct 27, 2016', '7', '2'), ('16/17', 'Bruise', 'Sep 22, 2016', 'Sep 29, 2016', '7', '1'), ('16/17', 'Pulled hamstring at the adductors', 'Jul 7, 2016', 'Jul 21, 2016', '14', '1')]"
Jérôme Roussillon,VfL Wolfsburg,"[('22/23', 'Ill', 'Sep 22, 2022', 'Oct 3, 2022', '11', '1'), ('22/23', 'Achilles tendon problems', 'Aug 25, 2022', 'Sep 19, 2022', '25', '4'), ('21/22', 'Cold', 'Mar 28, 2022', 'Apr 7, 2022', '10', '1'), ('20/21', 'Fitness', 'Jan 7, 2021', 'Feb 4, 2021', '28', '6'), ('20/21', 'Corona virus', 'Dec 17, 2020', 'Jan 4, 2021', '18', '3'), ('19/20', 'Hamstring Injury', 'Feb 20, 2020', 'Mar 2, 2020', '11', '4'), ('19/20', 'Calf Problems', 'Oct 3, 2019', 'Oct 14, 2019', '11', '2'), ('18/19', 'Muscle Injury', 'Dec 20, 2018', 'Dec 31, 2018', '11', '1'), ('18/19', 'Adductor problems', 'Dec 10, 2018', 'Dec 17, 2018', '7', '1'), ('13/14', 'Calf Injury', 'Feb 6, 2014', 'Mar 6, 2014', '28', '4'), ('13/14', 'Metatarsal bone bruise', 'Sep 23, 2013', 'Dec 23, 2013', '91', '15')]"
Ridle Baku,VfL Wolfsburg,"[('18/19', 'Syndesmotic ligament tear', 'Oct 22, 2018', 'Dec 17, 2018', '56', '8'), ('16/17', 'Dead Leg', 'Feb 17, 2017', 'Feb 28, 2017', '11', '2')]"
Kilian Fischer,VfL Wolfsburg,"[('20/21', 'Ankle Injury', 'Jan 20, 2021', 'Mar 16, 2021', '55', '9'), ('20/21', 'Ankle problems', 'Jan 11, 2021', 'Jan 18, 2021', '7', '2'), ('18/19', 'Knee Problems', 'Sep 20, 2018', 'Oct 22, 2018', '32', 0), ('17/18', 'Back trouble', 'Oct 25, 2017', 'Jul 1, 2018', '249', 0), ('16/17', 'Unknown Injury', 'Mar 5, 2017', 'Mar 23, 2017', '18', '3'), ('16/17', 'Unknown Injury', 'Jul 1, 2016', 'Sep 12, 2016', '73', '4')]"
Bartol Franjic,VfL Wolfsburg,"[('22/23', 'Calf Problems', 'Oct 13, 2022', '-', '44', '7'), ('22/23', 'Thigh Problems', 'Aug 11, 2022', 'Aug 15, 2022', '4', '1')]"
Josuha Guilavogui,VfL Wolfsburg,"[('22/23', 'Adductor problems', 'Nov 3, 2022', '-', '23', '3'), ('21/22', 'Calf Problems', 'Nov 18, 2021', 'Nov 22, 2021', '4', '1'), ('20/21', 'Torn Muscle Fibre', 'Oct 26, 2020', 'Dec 14, 2020', '49', '6'), ('19/20', 'Fitness', 'May 25, 2020', 'Jun 1, 2020', '7', '2'), ('19/20', 'Knee Problems', 'Feb 17, 2020', 'May 25, 2020', '98', '8'), ('18/19', 'Thigh Muscle Strain', 'Jan 14, 2019', 'Feb 4, 2019', '21', '3'), ('18/19', 'Fitness', 'Oct 15, 2018', 'Nov 26, 2018', '42', '6'), ('18/19', 'Cruciate Ligament Rupture', 'Aug 27, 2018', 'Oct 15, 2018', '49', '6'), ('17/18', 'Muscle Injury', 'Apr 12, 2018', 'Apr 26, 2018', '14', '2'), ('17/18', 'Calf Problems', 'Jan 22, 2018', 'Feb 1, 2018', '10', '1'), ('17/18', 'Minor Knock', 'Nov 6, 2017', 'Nov 9, 2017', '3', 0), ('16/17', 'Thigh Problems', 'May 25, 2017', 'May 29, 2017', '4', '2'), ('16/17', 'Calf Injury', 'Feb 9, 2017', 'Mar 6, 2017', '25', '4'), ('16/17', 'Fitness', 'Oct 24, 2016', 'Nov 17, 2016', '24', '3'), ('16/17', 'Cervical Fracture', 'Aug 1, 2016', 'Oct 24, 2016', '84', '9')]"
Maximilian Arnold,VfL Wolfsburg,"[('22/23', 'Back trouble', 'Jul 28, 2022', 'Aug 2, 2022', '5', '1'), ('20/21', 'Corona virus', 'Dec 19, 2020', 'Dec 29, 2020', '10', '2'), ('17/18', 'Ill', 'Dec 15, 2017', 'Dec 18, 2017', '3', '1'), ('17/18', 'Gastric problems', 'Sep 28, 2017', 'Oct 2, 2017', '4', '1'), ('16/17', 'Knee Problems', 'Jan 5, 2017', 'Jan 19, 2017', '14', 0), ('16/17', 'Appendectomy', 'Jul 4, 2016', 'Aug 25, 2016', '52', '1'), ('15/16', 'Knee Problems', 'Jan 7, 2016', 'Feb 8, 2016', '32', '3'), ('14/15', 'Back trouble', 'Mar 5, 2015', 'Mar 12, 2015', '7', '2'), ('14/15', 'Influenza', 'Sep 18, 2014', 'Sep 29, 2014', '11', '4'), ('13/14', 'Ill', 'Mar 3, 2014', 'Mar 6, 2014', '3', 0)]"
Mattias Svanberg,VfL Wolfsburg,"[('22/23', 'Ill', 'Oct 6, 2022', 'Oct 13, 2022', '7', '1'), ('22/23', 'Thigh Problems', 'Sep 12, 2022', 'Sep 15, 2022', '3', 0), ('20/21', 'Corona virus', 'Jun 7, 2021', 'Jun 21, 2021', '14', 0), ('20/21', 'Shoulder Injury', 'May 13, 2021', 'May 24, 2021', '11', '2'), ('19/20', 'Thigh Muscle Strain', 'Feb 20, 2020', 'Mar 19, 2020', '28', '2')]"
Yannick Gerhardt,VfL Wolfsburg,"[('22/23', 'Ligament Injury', 'Jul 7, 2022', 'Sep 8, 2022', '63', '6'), ('19/20', 'Facial Fracture', 'May 7, 2020', 'May 25, 2020', '18', '2'), ('18/19', 'Bruise', 'Apr 4, 2019', 'Apr 25, 2019', '21', '3'), ('17/18', 'Fitness', 'Apr 23, 2018', 'May 3, 2018', '10', '1'), ('17/18', 'Ruptured syndesmotic ligament', 'Feb 8, 2018', 'Apr 23, 2018', '74', '10'), ('15/16', 'Bruised Foot', 'Oct 26, 2015', 'Nov 16, 2015', '21', '3'), ('14/15', 'Mononucleosis', 'Feb 5, 2015', 'Apr 13, 2015', '67', '10'), ('12/13', 'Knock', 'Nov 22, 2012', 'Dec 31, 2012', '39', '3'), ('10/11', 'Concussion', 'May 23, 2011', 'May 30, 2011', '7', '1')]"
Kevin Paredes,VfL Wolfsburg,"[('22/23', 'Calf Problems', 'Oct 24, 2022', '-', '33', '4'), ('21/22', 'Minor Knock', 'Aug 16, 2021', 'Aug 23, 2021', '7', '3'), ('20/21', 'Knock', 'Apr 1, 2021', 'May 13, 2021', '42', '4')]"
Felix Nmecha,VfL Wolfsburg,"[('21/22', 'Fitness', 'Aug 9, 2021', 'Aug 19, 2021', '10', '1'), ('19/20', 'Unknown Injury', 'Jul 1, 2019', 'Oct 31, 2019', '122', '12')]"
Jakub Kaminski,VfL Wolfsburg,[]
Josip Brekalo,VfL Wolfsburg,"[('21/22', 'Corona virus', 'Mar 21, 2022', 'Mar 30, 2022', '9', 0), ('21/22', 'Calf Injury', 'Oct 30, 2021', 'Nov 22, 2021', '23', '3'), ('20/21', 'Concussion', 'Feb 23, 2021', 'Feb 28, 2021', '5', '1'), ('20/21', 'Corona virus', 'Oct 21, 2020', 'Oct 31, 2020', '10', '1'), ('18/19', 'Bruised Foot', 'Apr 16, 2019', 'Apr 23, 2019', '7', '1'), ('18/19', 'Concussion', 'Dec 17, 2018', 'Dec 31, 2018', '14', '2'), ('17/18', 'Concussion', 'Mar 12, 2018', 'Mar 15, 2018', '3', 0), ('17/18', 'Calf Injury', 'Dec 4, 2017', 'Dec 11, 2017', '7', '1')]"
Omar Marmoush,VfL Wolfsburg,"[('21/22', 'Muscular problems', 'Apr 23, 2022', 'Apr 28, 2022', '5', '1'), ('21/22', 'Corona virus', 'Feb 11, 2022', 'Feb 16, 2022', '5', '1'), ('21/22', 'Foot Injury', 'Oct 21, 2021', 'Nov 23, 2021', '33', '5')]"
Patrick Wimmer,VfL Wolfsburg,"[('22/23', 'Influenza', 'Nov 10, 2022', '-', '16', '1'), ('22/23', 'Ankle Injury', 'Oct 20, 2022', 'Oct 27, 2022', '7', '1'), ('22/23', 'Concussion', 'Aug 15, 2022', 'Sep 15, 2022', '31', '4'), ('21/22', 'Ill', 'May 2, 2022', 'May 9, 2022', '7', '1'), ('21/22', 'Nasal Bone Fracture', 'Nov 4, 2021', 'Nov 15, 2021', '11', '1'), ('21/22', 'Concussion', 'Nov 4, 2021', 'Nov 15, 2021', '11', '1'), ('21/22', 'Adductor problems', 'Oct 4, 2021', 'Oct 18, 2021', '14', '1'), ('21/22', 'Ankle Injury', 'Jul 15, 2021', 'Aug 9, 2021', '25', '6')]"
Luca Waldschmidt,VfL Wolfsburg,"[('21/22', 'Ankle problems', 'Mar 21, 2022', 'Jun 30, 2022', '101', '7'), ('21/22', 'Thigh Problems', 'Oct 18, 2021', 'Nov 15, 2021', '28', '5'), ('21/22', 'Head Injury', 'Aug 24, 2021', 'Aug 30, 2021', '6', '1'), ('20/21', 'Ill', 'May 19, 2021', 'May 24, 2021', '5', '2'), ('20/21', 'Foot Injury', 'Jan 30, 2021', 'Feb 12, 2021', '13', '4'), ('20/21', 'Corona virus', 'Jan 18, 2021', 'Jan 27, 2021', '9', '2'), ('19/20', 'Adductor problems', 'Feb 24, 2020', 'Mar 2, 2020', '7', '1'), ('19/20', 'Cold', 'Jan 14, 2020', 'Jan 18, 2020', '4', '1'), ('19/20', 'Knee Injury', 'Nov 17, 2019', 'Jan 3, 2020', '47', '6'), ('19/20', 'Foot Injury', 'Oct 26, 2019', 'Nov 4, 2019', '9', '3'), ('18/19', 'Leg Injury', 'Apr 27, 2019', 'May 6, 2019', '9', '2'), ('17/18', 'Heel pain', 'Feb 9, 2018', 'Feb 14, 2018', '5', '1'), ('17/18', 'Ill', 'Nov 30, 2017', 'Dec 7, 2017', '7', '1'), ('17/18', 'Ruptured intraarticular ligament initiation in the ankle ', 'Jul 24, 2017', 'Aug 7, 2017', '14', 0), ('16/17', 'Influenza', 'Feb 9, 2017', 'Feb 20, 2017', '11', '2')]"
Maximilian Philipp,VfL Wolfsburg,"[('20/21', 'Quarantine', 'Dec 19, 2020', 'Jan 10, 2021', '22', '4'), ('20/21', 'Muscle Injury', 'Sep 21, 2020', 'Oct 8, 2020', '17', '2'), ('18/19', 'Ruptured knee ligament', 'Mar 4, 2019', 'Apr 2, 2019', '29', '4'), ('18/19', 'Muscular problems', 'Jan 22, 2019', 'Jan 27, 2019', '5', '1'), ('17/18', 'Patella tendon luxation', 'Dec 4, 2017', 'Feb 27, 2018', '85', '14'), ('17/18', 'Rest ', 'Oct 26, 2017', 'Oct 30, 2017', '4', '1'), ('16/17', 'Torn Muscle Fibre', 'Apr 3, 2017', 'Apr 24, 2017', '21', '4'), ('16/17', 'Muscular problems', 'Feb 2, 2017', 'Feb 6, 2017', '4', '1'), ('16/17', 'Torn Ankle Ligament', 'Nov 21, 2016', 'Dec 15, 2016', '24', '3'), ('15/16', 'Ruptured ankle aigament', 'Jan 25, 2016', 'Feb 18, 2016', '24', '2'), ('15/16', 'Influenza', 'Aug 13, 2015', 'Aug 17, 2015', '4', '1'), ('14/15', 'tendon irritation', 'Mar 12, 2015', 'Mar 23, 2015', '11', '2'), ('14/15', 'Nasal Bone Fracture', 'Mar 2, 2015', 'Mar 2, 2015', '0', 0), ('14/15', 'Torn Muscle Fibre', 'Nov 24, 2014', 'Dec 18, 2014', '24', '4'), ('14/15', 'Torn ankle ligament', 'Oct 27, 2014', 'Nov 17, 2014', '21', '3')]"
Max Kruse,VfL Wolfsburg,"[('22/23', 'Torn Muscle Fibre', 'Sep 26, 2022', '-', '61', '9'), ('21/22', 'Thigh Problems', 'Oct 28, 2021', 'Nov 11, 2021', '14', '3'), ('21/22', 'Foot Injury', 'Oct 25, 2021', 'Oct 28, 2021', '3', '1'), ('20/21', 'Muscular problems', 'Apr 22, 2021', 'May 3, 2021', '11', '1'), ('20/21', 'Torn muscle bundle', 'Dec 3, 2020', 'Feb 18, 2021', '77', '13'), ('19/20', 'Appendectomy', 'Jun 15, 2020', 'Jun 29, 2020', '14', '3'), ('19/20', 'Torn Ankle Ligament', 'Mar 5, 2020', 'Jun 18, 2020', '105', '4'), ('19/20', 'groin strain', 'Oct 14, 2019', 'Nov 25, 2019', '42', '6'), ('18/19', 'Thigh Problems', 'May 9, 2019', 'Jun 3, 2019', '25', '2'), ('18/19', 'Bruise', 'Apr 25, 2019', 'Apr 29, 2019', '4', '1'), ('17/18', 'Adductor problems', 'Dec 14, 2017', 'Dec 21, 2017', '7', '2'), ('17/18', 'Collarbone fracture', 'Sep 18, 2017', 'Oct 19, 2017', '31', '4'), ('16/17', 'Muscular problems', 'Mar 16, 2017', 'Mar 30, 2017', '14', '1'), ('16/17', 'Gastric problems', 'Nov 14, 2016', 'Nov 17, 2016', '3', 0), ('16/17', 'Fitness', 'Nov 7, 2016', 'Nov 14, 2016', '7', 0)]"
Lukas Nmecha,VfL Wolfsburg,"[('22/23', 'Rupture of the pattella', 'Nov 9, 2022', '-', '17', '1'), ('22/23', 'Knee Problems', 'Sep 24, 2022', 'Oct 6, 2022', '12', '1'), ('21/22', 'Ankle Injury', 'Dec 16, 2021', 'Feb 28, 2022', '74', '8'), ('21/22', 'Thigh Problems', 'Aug 9, 2021', 'Aug 16, 2021', '7', '1'), ('19/20', 'Concussion', 'Oct 3, 2019', 'Oct 10, 2019', '7', '2')]"
Jonas Wind,VfL Wolfsburg,"[('22/23', 'Muscular problems', 'Nov 11, 2022', 'Nov 16, 2022', '5', '1'), ('22/23', 'Hamstring Injury', 'Aug 11, 2022', 'Oct 3, 2022', '53', '7'), ('20/21', 'Corona virus', 'Nov 26, 2020', 'Dec 7, 2020', '11', '2'), ('19/20', 'Knee Surgery', 'May 21, 2020', 'Jun 18, 2020', '28', '4'), ('19/20', 'Knee Surgery', 'Aug 19, 2019', 'Mar 30, 2020', '224', '32'), ('18/19', 'Knock', 'Jul 2, 2018', 'Oct 1, 2018', '91', '21')]"
Dzenan Pejcinovic,VfL Wolfsburg,[]
Mark Flekken,SC Freiburg,"[('21/22', 'Corona virus', 'Jan 7, 2022', 'Jan 17, 2022', '10', '2'), ('20/21', 'Elbow Injury', 'Sep 13, 2020', 'Mar 22, 2021', '190', '28'), ('19/20', 'Syndesmotic ligament tear', 'Aug 1, 2019', 'Sep 30, 2019', '60', '7'), ('18/19', 'Adductor problems', 'Mar 28, 2019', 'May 1, 2019', '34', '5'), ('17/18', 'Thigh Problems', 'Apr 27, 2018', 'May 18, 2018', '21', '3'), ('16/17', 'Hamstring Injury', 'Feb 17, 2017', 'Feb 21, 2017', '4', '1'), ('14/15', 'Cruciate Ligament Rupture', 'Jul 18, 2014', 'Jan 5, 2015', '171', '21'), ('12/13', 'Adductor problems', 'Apr 14, 2013', 'Apr 22, 2013', '8', '2')]"
Noah Atubolu,SC Freiburg,"[('21/22', 'Corona virus', 'Feb 11, 2022', 'Feb 19, 2022', '8', '2'), ('20/21', 'Hand Injury', 'Mar 29, 2021', 'Apr 4, 2021', '6', '1')]"
Benjamin Uphoff,SC Freiburg,"[('18/19', 'Back trouble', 'Feb 23, 2019', 'Mar 4, 2019', '9', '2'), ('13/14', 'Foot Injury', 'Oct 31, 2013', 'Nov 11, 2013', '11', '2')]"
Philipp Lienhart,SC Freiburg,"[('21/22', 'Influenza', 'May 26, 2022', 'Jun 15, 2022', '20', 0), ('21/22', 'Corona virus', 'Mar 10, 2022', 'Mar 28, 2022', '18', '2'), ('21/22', 'Dental Surgery', 'Oct 4, 2021', 'Oct 11, 2021', '7', 0), ('19/20', 'Shoulder Injury', 'Dec 5, 2019', 'Dec 30, 2019', '25', '4'), ('19/20', 'Whiplash', 'Oct 3, 2019', 'Oct 7, 2019', '4', '1'), ('18/19', 'Concussion', 'Mar 14, 2019', 'May 13, 2019', '60', '8'), ('18/19', 'Ill', 'Nov 29, 2018', 'Dec 3, 2018', '4', '1'), ('17/18', 'Fitness', 'Jan 18, 2018', 'Feb 8, 2018', '21', '3'), ('17/18', 'Ruptured knee ligament', 'Dec 11, 2017', 'Jan 18, 2018', '38', '4'), ('17/18', 'Fitness', 'Nov 16, 2017', 'Nov 27, 2017', '11', '2'), ('17/18', 'Knee Injury', 'Oct 23, 2017', 'Nov 16, 2017', '24', '3'), ('15/16', 'Collarbone fracture', 'Apr 4, 2016', 'May 30, 2016', '56', '8')]"
Matthias Ginter,SC Freiburg,"[('21/22', 'Minor Knock', 'Apr 18, 2022', 'Apr 28, 2022', '10', '1'), ('21/22', 'Cold', 'Oct 21, 2021', 'Oct 25, 2021', '4', '1'), ('21/22', 'Corona virus', 'Aug 23, 2021', 'Sep 6, 2021', '14', '1'), ('19/20', 'Muscular problems', 'Nov 28, 2019', 'Dec 2, 2019', '4', '2'), ('19/20', 'Shoulder Injury', 'Oct 7, 2019', 'Oct 28, 2019', '21', '3'), ('19/20', 'Bruised Rib', 'Sep 9, 2019', 'Sep 12, 2019', '3', 0), ('18/19', 'Muscular problems', 'Mar 4, 2019', 'Mar 18, 2019', '14', '2'), ('18/19', 'Fracture of the orbit', 'Nov 26, 2018', 'Jan 3, 2019', '38', '5'), ('16/17', 'Cold', 'Mar 2, 2017', 'Mar 2, 2017', '0', 0), ('16/17', 'Ankle problems', 'Feb 9, 2017', 'Feb 9, 2017', '0', 0), ('16/17', 'Rest ', 'Aug 25, 2016', 'Aug 29, 2016', '4', '1'), ('16/17', 'Abdominal Influenza', 'Jul 21, 2016', 'Jul 25, 2016', '4', 0), ('15/16', 'Rest ', 'Apr 28, 2016', 'May 2, 2016', '4', '1'), ('14/15', 'Strain', 'Mar 9, 2015', 'Mar 16, 2015', '7', '1'), ('12/13', 'Vertebra injury', 'Oct 22, 2012', 'Dec 31, 2012', '70', '11')]"
Keven Schlotterbeck,SC Freiburg,"[('21/22', 'Corona virus', 'Feb 10, 2022', 'Feb 16, 2022', '6', '1'), ('21/22', 'Abdominal Influenza', 'Jan 13, 2022', 'Jan 20, 2022', '7', '2'), ('20/21', 'Muscular problems', 'Feb 7, 2021', 'Feb 19, 2021', '12', '1'), ('19/20', 'Ill', 'Feb 20, 2020', 'Feb 25, 2020', '5', '1'), ('19/20', 'Ill', 'Jan 14, 2020', 'Jan 19, 2020', '5', '1'), ('19/20', 'Ligament Injury', 'Nov 30, 2019', 'Jan 14, 2020', '45', '4')]"
Manuel Gulde,SC Freiburg,"[('22/23', 'Fitness', 'Nov 3, 2022', '-', '23', '4'), ('22/23', 'Back trouble', 'Oct 10, 2022', 'Nov 3, 2022', '24', '7'), ('22/23', 'Tear in a joint capsule', 'Sep 5, 2022', 'Sep 12, 2022', '7', '2'), ('20/21', 'Torn Muscle Fibre', 'Jun 1, 2020', 'Aug 10, 2020', '70', '5'), ('18/19', 'Back trouble', 'Apr 4, 2019', 'Aug 22, 2019', '140', '9'), ('18/19', 'Torn Muscle Fibre', 'Feb 4, 2019', 'Mar 25, 2019', '49', '6'), ('18/19', 'Muscular problems', 'Oct 29, 2018', 'Nov 5, 2018', '7', '2'), ('17/18', 'Fitness', 'Nov 30, 2017', 'Dec 21, 2017', '21', '5'), ('17/18', 'Back trouble', 'Jul 3, 2017', 'Nov 30, 2017', '150', '17'), ('16/17', 'Patella problems', 'Mar 23, 2017', 'Apr 17, 2017', '25', '4'), ('16/17', 'Calf muscle strain', 'Oct 27, 2016', 'Nov 7, 2016', '11', '2'), ('16/17', 'Torn Muscle Fibre', 'Sep 26, 2016', 'Oct 17, 2016', '21', '2'), ('15/16', 'Hamstring Injury', 'Oct 15, 2015', 'Nov 9, 2015', '25', '4'), ('13/14', 'Muscle Injury', 'Jul 11, 2013', 'Sep 9, 2013', '60', '7'), ('12/13', 'Torn Muscle Fibre', 'Jan 10, 2013', 'Apr 1, 2013', '81', '8')]"
Christian Günter,SC Freiburg,"[('15/16', 'Pulled hamstring at the adductors', 'Nov 10, 2015', 'Dec 8, 2015', '28', '3'), ('14/15', 'Minor Knock', 'May 11, 2015', 'May 11, 2015', '0', 0), ('14/15', 'Minor Knock', 'Apr 6, 2015', 'Apr 9, 2015', '3', '1'), ('14/15', 'Heel pain', 'Feb 25, 2015', 'Feb 26, 2015', '1', 0)]"
Kimberly Ezekwem,SC Freiburg,"[('22/23', 'tendon irritation', 'Aug 4, 2022', '-', '114', '22'), ('21/22', 'Unknown Injury', 'Jan 26, 2022', 'Apr 14, 2022', '78', '10'), ('21/22', 'Muscle Injury', 'Aug 24, 2021', 'Nov 29, 2021', '97', '12'), ('17/18', 'groin strain', 'May 1, 2018', 'May 25, 2018', '24', '1'), ('17/18', 'Knee Problems', 'Feb 5, 2018', 'Feb 18, 2018', '13', 0), ('17/18', 'Muscular problems', 'Nov 17, 2017', 'Jan 31, 2018', '75', '3'), ('17/18', 'Knee Problems', 'Sep 11, 2017', 'Oct 23, 2017', '42', '5')]"
Kiliann Sildillia,SC Freiburg,"[('21/22', 'Corona virus', 'Jan 6, 2022', 'Jan 24, 2022', '18', '4')]"
Hugo Siquet,SC Freiburg,"[('21/22', 'Corona virus', 'Mar 11, 2022', 'Mar 16, 2022', '5', '1')]"
Lukas Kübler,SC Freiburg,"[('22/23', 'Torn Muscle Fibre', 'Aug 1, 2022', 'Sep 1, 2022', '31', '4'), ('21/22', 'Muscular problems', 'Mar 10, 2022', 'Mar 24, 2022', '14', '2'), ('19/20', 'Fitness', 'Apr 30, 2020', 'May 25, 2020', '25', '2'), ('19/20', 'Knee Surgery', 'Oct 14, 2019', 'Apr 30, 2020', '199', '19'), ('18/19', 'Ankle Injury', 'Mar 7, 2019', 'Jul 1, 2019', '116', '10'), ('18/19', 'Torn Muscle Fibre', 'Oct 29, 2018', 'Nov 26, 2018', '28', '4'), ('17/18', 'Bruised Knee', 'Jul 20, 2017', 'Jul 27, 2017', '7', '1'), ('16/17', 'Influenza', 'Apr 20, 2017', 'Apr 24, 2017', '4', '1'), ('16/17', 'Cals Sclerosis', 'Dec 19, 2016', 'Jan 2, 2017', '14', '1'), ('16/17', 'Groin Strain', 'Sep 26, 2016', 'Oct 24, 2016', '28', '3'), ('15/16', 'Patella problems', 'Jul 9, 2015', 'Aug 29, 2016', '417', '38'), ('14/15', 'Metatarsal Fracture', 'Jul 7, 2014', 'Jul 31, 2014', '24', 0), ('13/14', 'Achilles tendon problems', 'Apr 7, 2014', 'Apr 17, 2014', '10', '2'), ('13/14', 'Groin Surgery', 'Aug 8, 2013', 'Oct 31, 2013', '84', '11'), ('13/14', 'Abdominal Strain', 'Jul 15, 2013', 'Aug 1, 2013', '17', '2')]"
Jonathan Schmid,SC Freiburg,"[('22/23', 'Muscular problems', 'Oct 13, 2022', '-', '44', '10'), ('21/22', 'Corona virus', 'Sep 9, 2021', 'Dec 16, 2021', '98', '14'), ('21/22', 'Quarantine', 'Aug 26, 2021', 'Sep 9, 2021', '14', '1'), ('20/21', 'Muscular problems', 'Dec 31, 2020', 'Jan 25, 2021', '25', '5'), ('16/17', 'Adductor problems', 'Feb 16, 2017', 'Mar 6, 2017', '18', '3'), ('16/17', 'Influenza', 'Jan 26, 2017', 'Jan 30, 2017', '4', '1'), ('14/15', 'Patella tendon irritation', 'Dec 15, 2014', 'Dec 18, 2014', '3', '1'), ('13/14', 'Cruciate Ligament Strain', 'Nov 7, 2013', 'Dec 16, 2013', '39', '9'), ('12/13', 'Thigh Muscle Strain', 'Feb 11, 2013', 'Feb 18, 2013', '7', '1')]"
Yannik Keitel,SC Freiburg,"[('21/22', 'Fractured Toe', 'Feb 17, 2022', 'Jun 27, 2022', '130', '15'), ('21/22', 'Muscular problems', 'Dec 5, 2021', 'Jan 7, 2022', '33', '4'), ('20/21', 'Medial Collateral Ligament Injury', 'Nov 23, 2020', 'Dec 31, 2020', '38', '6'), ('19/20', 'Foot Injury', 'May 25, 2020', 'Jun 17, 2020', '23', '5'), ('17/18', 'Knock', 'Oct 16, 2017', 'Nov 16, 2017', '31', '3')]"
Nicolas Höfler,SC Freiburg,"[('21/22', 'Corona virus', 'Mar 17, 2022', 'Mar 28, 2022', '11', '1'), ('19/20', 'Toe Injury', 'Oct 14, 2019', 'Nov 4, 2019', '21', '4'), ('18/19', 'Medial Collateral Ligament Knee Injury', 'Nov 12, 2018', 'Feb 28, 2019', '108', '12'), ('17/18', 'Infection', 'Feb 19, 2018', 'Mar 1, 2018', '10', '1'), ('17/18', 'Back trouble', 'Dec 18, 2017', 'Feb 1, 2018', '45', '4'), ('16/17', 'Flesh Wound', 'Mar 20, 2017', 'Apr 10, 2017', '21', '3'), ('16/17', 'Minor Knock', 'Dec 12, 2016', 'Dec 19, 2016', '7', '1'), ('14/15', 'Influenza', 'Feb 9, 2015', 'Feb 16, 2015', '7', '1'), ('13/14', 'Cals Sclerosis', 'Mar 10, 2014', 'Mar 24, 2014', '14', '2'), ('10/11', 'Influenza', 'Jan 17, 2011', 'Jan 20, 2011', '3', 0)]"
Maximilian Eggestein,SC Freiburg,"[('22/23', 'Fractured Hand', 'Aug 22, 2022', 'Sep 1, 2022', '10', '1'), ('21/22', 'Corona virus', 'Mar 10, 2022', 'Mar 17, 2022', '7', '1'), ('19/20', 'Back trouble', 'Sep 12, 2019', 'Sep 19, 2019', '7', '1')]"
Merlin Röhl,SC Freiburg,"[('22/23', 'Back trouble', 'Nov 4, 2022', '-', '22', '3'), ('22/23', 'Unknown Injury', 'Jul 6, 2022', 'Jul 18, 2022', '12', 0), ('20/21', 'Quarantine', 'Feb 1, 2021', 'Feb 10, 2021', '9', '1')]"
Robert Wagner,SC Freiburg,"[('21/22', 'Corona virus', 'Mar 4, 2022', 'Mar 11, 2022', '7', '1')]"
